.	O
The	O
change	O
in	O
leaders	O
is	O
believed	O
to	O
be	O
indicative	O
of	O
deep	O
divisions	O
within	O
the	O
government	O
.	O
A	O
new	O
report	O
says	O
nearly	O
4	O
people	O
have	O
been	O
killed	O
in	O
fighting	O
in	O
Afghanistan	B-time
this	O
year	O
.	O
The	O
Joint	B-org
Coordination	I-org
and	I-org
Monitoring	I-org
Board	I-org
Monday	B-time
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
says	O
insurgent	O
violence	O
has	O
killed	O
3700	O
people	O
so	O
far	O
this	O
year	O
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
most	O
of	O
them	O
rebels	O
.	O
The	O
report	O
also	O
says	O
militants	O
launch	O
about	O
600	O
attacks	O
a	O
month	O
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
four	O
times	O
higher	O
than	O
last	O
year	O
's	O
monthly	O
average	O
.	O
The	O
monitoring	O
board	O
is	O
comprised	O
of	O
Afghan	B-gpe
and	O
international	O
representatives	O
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
including	O
the	O
United	B-org
Nations	I-org
.	O
The	O
report	O
comes	O
as	O
Afghan	B-gpe
officials	O
announced	O
that	O
the	O
bodies	O
of	O
20	O
Taleban	B-org
militants	O
had	O
been	O
recovered	O
from	O
Bermel	B-geo
district	O
in	O
Paktika	B-geo
province	O
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
where	O
NATO	B-org
and	O
Afghan	B-gpe
forces	O
recently	O
conducted	O
a	O
mission	O
.	O
A	O
U.S.-backed	O
operation	O
pushed	O
the	O
Taleban	B-org
from	O
power	O
in	O
2001	B-time
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
but	O
members	O
of	O
the	O
extremist	O
group	O
continue	O
to	O
fight	O
Afghan	B-gpe
and	O
foreign	O
forces	O
defending	O
the	O
Kabul	B-org
government	O
.	O
Indian	B-gpe
border	O
security	O
forces	O
are	O
accusing	O
their	O
Pakistani	B-gpe
counterparts	O
of	O
lobbing	O
at	O
least	O
four	O
rockets	O
into	O
northern	O
Punjab	B-geo
state	O
.	O
Indian	B-gpe
officials	O
said	O
no	O
one	O
was	O
injured	O
in	O
Saturday	B-time
's	O
incident	O
but	O
that	O
two	O
of	O
the	O
rockets	O
landed	O
near	O
a	O
border	O
security	O
outpost	O
.	O
Two	O
more	O
landed	O
in	O
fields	O
belonging	O
to	O
a	O
nearby	O
village	O
.	O
They	O
say	O
not	O
all	O
of	O
the	O
rockets	O
exploded	O
upon	O
impact	O
.	O
Local	O
news	O
reports	O
said	O
at	O
least	O
five	O
mortar	O
shells	O
hit	O
the	O
palace	O
compound	O
and	O
other	O
mortars	O
were	O
fired	O
elsewhere	O
in	O
Mogadishu	B-geo
Wednesday	B-time
.	O
The	O
attacks	O
occurred	O
after	O
the	O
government	O
said	O
it	O
will	O
go	O
ahead	O
with	O
a	O
reconciliation	O
conference	O
to	O
which	O
more	O
than	O
1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,3	O
Somali	B-gpe
elders	O
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
warlords	O
and	O
politicians	O
are	O
invited	O
.	O
Iraqi	B-gpe
military	O
officials	O
say	O
tanks	O
and	O
troops	O
have	O
arrived	O
in	O
the	O
northern	O
city	O
Mosul	B-geo
for	O
a	O
new	O
offensive	O
against	O
al	B-org
Qaida	I-org
in	I-org
Iraq	I-org
fighters	O
.	O
Officials	O
will	O
not	O
say	O
how	O
many	O
troops	O
have	O
arrived	O
in	O
the	O
Sunni	B-geo
Arab	I-geo
and	O
Kurdish	B-geo
city	O
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
